Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T324,3191,3040.03,POS Payment,4,Desktop,Boston,3,11,2,Debit Card,1
T325,1608,3639.73,Bank Transfer,8,Mobile,Boston,0,94,4,Net Banking,0
T326,4272,,POS Payment,23,Tablet,,0,25,14,Credit Card,0
T327,2147,49997.8,Bank Transfer,22,,Miami,0,41,10,Credit Card,0
T328,1186,3106.34,Bill Payment,19,Tablet,Miami,4,117,8,Net Banking,0
T329,4397,2698.09,ATM Withdrawal,11,Mobile,,2,111,10,Credit Card,0
T330,3511,860.07,ATM Withdrawal,15,Mobile,Boston,1,13,13,Net Banking,0
T331,4420,2031.38,Bill Payment,10,Mobile,Houston,0,69,12,Debit Card,0
T332,2794,2178.81,POS Payment,2,Desktop,Seattle,3,113,7,Debit Card,0
T333,1659,4913.18,ATM Withdrawal,19,Mobile,San Francisco,1,65,6,Net Banking,0
T334,3811,4247.18,Bank Transfer,14,,New York,1,84,11,Net Banking,0
T335,4002,3673.18,Bill Payment,7,,Chicago,3,49,10,Debit Card,0
T336,2955,4444.44,Online Purchase,,Tablet,San Francisco,2,48,9,Net Banking,0
T337,3450,3678.74,ATM Withdrawal,5,Tablet,Los Angeles,2,119,9,Debit Card,0
T338,2369,4517.49,POS Payment,11,Tablet,Miami,0,109,8,,0
T339,2986,277.49,Bill Payment,19,Mobile,New York,3,27,10,UPI,0
T340,2534,2283.05,ATM Withdrawal,2,Tablet,Houston,1,76,5,Debit Card,0
T341,1146,3735.76,ATM Withdrawal,7,Mobile,Miami,4,52,5,,0
T342,4219,2918.56,Bill Payment,17,Tablet,Chicago,4,75,5,UPI,0
T343,3911,879.95,Online Purchase,7,Tablet,Boston,3,100,1,,0
T344,2734,1705.76,Bill Payment,20,Mobile,Los Angeles,3,12,3,Net Banking,0
T345,2843,1592.28,Online Purchase,8,Tablet,Chicago,3,22,5,Credit Card,0
T346,1488,1310.43,Bill Payment,,Desktop,Chicago,4,72,5,Invalid Method,0
T347,3976,1718.96,Bank Transfer,9,Tablet,Seattle,4,59,5,UPI,0
T348,2959,2576.69,Bank Transfer,14,Desktop,Miami,0,24,4,UPI,0
T349,2663,4275.07,Bill Payment,7,Desktop,Chicago,2,23,6,Debit Card,0
T350,3598,3711.45,Online Purchase,14,Mobile,Houston,2,97,6,Debit Card,0
T351,3385,4177.07,ATM Withdrawal,18,Desktop,Seattle,0,28,9,Net Banking,0
T352,3919,4418.6,Bill Payment,3,Tablet,Houston,1,50,7,Debit Card,0
T353,1640,2083.67,ATM Withdrawal,11,Mobile,Los Angeles,0,15,14,Debit Card,1
T354,2802,1733.4,Bill Payment,8,Tablet,Los Angeles,4,25,5,Debit Card,0
T355,3520,292.83,POS Payment,5,Tablet,San Francisco,4,78,12,Debit Card,0
T356,2969,4652.81,Online Purchase,14,Tablet,Los Angeles,0,2,6,Net Banking,0
T357,3198,333.79,POS Payment,18,Tablet,New York,4,18,8,Debit Card,0
T358,2438,3706.97,POS Payment,23,Desktop,Boston,1,24,6,Credit Card,0
T359,4369,1893.65,Online Purchase,,Desktop,Houston,4,9,9,Net Banking,0
T360,2634,4744.16,Bill Payment,8,Mobile,Los Angeles,1,24,2,Credit Card,0
T361,1262,2100.91,Online Purchase,10,Mobile,Miami,2,20,1,,0
T362,2787,4083.96,Online Purchase,11,Desktop,Chicago,0,77,5,Credit Card,0
T363,3191,1416.86,Bank Transfer,17,Mobile,Houston,4,35,5,Net Banking,1
T364,3393,1498.95,Bank Transfer,11,Tablet,Miami,2,105,11,Invalid Method,0
T365,1623,2979.62,ATM Withdrawal,20,Mobile,New York,1,45,12,Net Banking,1
T366,2016,4989.92,Online Purchase,15,Mobile,New York,3,93,3,Net Banking,0
T367,4643,2590.27,POS Payment,,Tablet,San Francisco,4,24,14,Credit Card,0
T368,1880,4681.86,POS Payment,2,Desktop,Boston,2,64,7,Net Banking,0
T369,3049,3932.32,Bank Transfer,0,Unknown Device,Chicago,4,62,5,Debit Card,0
T370,3944,3980.34,Online Purchase,20,Mobile,New York,1,48,1,Net Banking,0
T371,2327,2182.62,Bill Payment,6,Desktop,Los Angeles,3,75,4,Credit Card,0
T372,3301,1935.78,Bank Transfer,17,Mobile,Houston,4,23,1,Net Banking,0
T373,4723,963.65,Bank Transfer,1,Desktop,Boston,4,66,2,Credit Card,0
T374,1452,4819.89,POS Payment,10,Mobile,,1,47,2,Credit Card,0
T375,4108,4797.17,Bill Payment,2,Tablet,San Francisco,3,26,8,UPI,0
T376,2183,3736.6,Bill Payment,9,Tablet,,3,31,4,Net Banking,0
T377,4062,1484.78,POS Payment,12,Tablet,Houston,4,5,3,Net Banking,0
T378,3056,1229.67,POS Payment,23,,New York,0,27,12,Net Banking,0
T379,4304,4943.11,POS Payment,21,Mobile,San Francisco,3,70,10,UPI,0
T380,4170,337.38,Bill Payment,18,Desktop,Houston,4,24,8,Debit Card,0
T381,2682,4218.6,Bill Payment,18,Tablet,Houston,0,62,7,Credit Card,1
T382,3863,1780.51,Bank Transfer,9,Mobile,New York,2,30,11,Credit Card,0
T383,3255,2097.25,ATM Withdrawal,22,Mobile,Chicago,4,38,13,UPI,0
T384,2154,4160.73,Bank Transfer,12,Mobile,Houston,4,13,10,,0
T385,1403,457.56,Online Purchase,2,Desktop,San Francisco,0,2,10,Net Banking,0
T386,3199,1774.08,ATM Withdrawal,1,Mobile,Houston,0,4,4,UPI,0
T387,3101,4760.36,Bill Payment,20,Desktop,Houston,2,100,7,Debit Card,0
T388,4191,,Bank Transfer,,Tablet,San Francisco,1,83,11,Credit Card,0
T389,2696,3775.92,Bill Payment,15,Tablet,Chicago,2,115,3,UPI,0
T390,4991,3788.74,ATM Withdrawal,16,Tablet,Los Angeles,1,2,1,Net Banking,0
T391,1627,307.55,Bill Payment,,Tablet,Miami,2,57,13,Credit Card,0
T392,1586,1020.02,Bank Transfer,16,Mobile,Chicago,1,111,2,Net Banking,0
T393,2648,2458.86,ATM Withdrawal,19,Desktop,,1,41,10,Net Banking,0
T394,2443,1843.91,Bank Transfer,23,Mobile,New York,3,74,7,UPI,0
T395,2445,2057.51,Bank Transfer,7,Mobile,Seattle,3,110,14,Debit Card,0
T396,1103,3908.33,Bill Payment,5,Desktop,San Francisco,0,39,14,Net Banking,0
T397,4923,78.32,ATM Withdrawal,22,Mobile,Chicago,2,79,7,UPI,0
T398,1253,3304.16,Bill Payment,7,Tablet,Chicago,3,22,10,Net Banking,0
T399,4298,5.55,ATM Withdrawal,22,Desktop,Boston,3,115,14,Net Banking,0
T400,4183,319.98,Online Purchase,1,Desktop,Los Angeles,4,38,13,Debit Card,0
T401,3557,2044.39,Online Purchase,21,Mobile,New York,2,114,13,Net Banking,0
T402,2496,4205.54,ATM Withdrawal,19,Unknown Device,New York,1,13,7,UPI,0
T403,1098,729.25,Bill Payment,16,Mobile,Houston,3,18,14,Debit Card,0
T404,3200,2775.33,POS Payment,11,Mobile,Miami,0,102,5,Net Banking,0
T405,2884,3394.13,ATM Withdrawal,0,Tablet,Miami,4,113,8,Credit Card,0
T406,3961,1151.52,Bank Transfer,4,Tablet,Boston,3,74,5,Net Banking,1
T407,2919,49997.8,Online Purchase,18,Tablet,Miami,4,109,12,,0
T408,1877,4557.48,ATM Withdrawal,12,Mobile,Boston,0,27,9,,1
T409,1337,2563.58,ATM Withdrawal,,Mobile,Boston,1,82,4,UPI,0
T410,4777,790.83,ATM Withdrawal,,Desktop,New York,1,77,2,Net Banking,0
T411,3869,3140.93,Bank Transfer,22,Desktop,Los Angeles,4,110,9,UPI,0
T412,4234,2963.04,Bill Payment,9,Mobile,Houston,1,29,14,UPI,0
T413,4791,139.64,POS Payment,21,Tablet,New York,3,39,2,Debit Card,1
T414,1956,,Bank Transfer,3,Mobile,Seattle,1,117,1,Net Banking,0
T415,2704,788.12,POS Payment,22,Mobile,Houston,1,60,8,Net Banking,0
T416,1160,685.76,Online Purchase,10,Mobile,Seattle,4,50,6,Net Banking,0
T417,2603,1301.03,POS Payment,19,Desktop,Houston,1,21,4,Net Banking,1
T418,3848,2273.26,POS Payment,5,Mobile,Houston,0,108,14,Net Banking,0
T419,1397,,Online Purchase,2,Mobile,Chicago,4,54,6,Debit Card,0
T420,2300,4453.8,Bank Transfer,4,,Seattle,1,109,3,UPI,0
T421,1815,3062.49,Bank Transfer,11,Mobile,Los Angeles,0,89,7,UPI,0
T422,4987,49997.8,Online Purchase,0,Desktop,Los Angeles,0,104,9,Debit Card,0
T423,2527,2637.56,Bank Transfer,12,Mobile,Miami,2,44,10,Debit Card,0
T424,2919,453.9,Bill Payment,10,Desktop,Chicago,1,4,14,Debit Card,0
T425,2415,2319.12,POS Payment,13,Mobile,Houston,3,58,3,UPI,1
T426,2158,4111.05,Bank Transfer,13,Desktop,,4,44,13,Debit Card,0
T427,2218,974.55,POS Payment,21,Mobile,Boston,3,87,9,Credit Card,0
T428,1400,460.62,Bank Transfer,13,Tablet,New York,3,21,8,Credit Card,0
T429,1639,1650.53,POS Payment,2,Mobile,Houston,4,62,12,,0
T430,4104,1947.54,Online Purchase,13,Desktop,New York,2,10,14,UPI,0
T431,3735,1534.76,Online Purchase,0,Tablet,Los Angeles,3,59,11,Debit Card,0
T432,1459,680.53,Online Purchase,8,Unknown Device,Chicago,3,100,1,Net Banking,0
T433,1954,1257.95,Bill Payment,21,Desktop,San Francisco,1,23,11,Net Banking,0
T434,4954,3413,Bill Payment,8,Desktop,Chicago,3,24,5,Net Banking,0
T435,1469,1932.71,Online Purchase,,Tablet,Seattle,2,97,5,Debit Card,0
T436,4446,3164.58,POS Payment,5,Tablet,Miami,0,45,12,UPI,0
T437,2045,2683.84,Online Purchase,2,,San Francisco,2,50,5,Debit Card,0
T438,3797,2747.52,Online Purchase,7,Mobile,Houston,0,4,5,,0
T439,2693,1246.51,ATM Withdrawal,5,,Houston,1,39,7,Net Banking,0
T440,3085,2610.11,Bill Payment,,Tablet,New York,0,35,4,Debit Card,0
T441,3277,122.86,Bill Payment,2,Tablet,,4,27,11,Debit Card,0
T442,4436,2161.56,Online Purchase,14,Mobile,Los Angeles,4,95,3,UPI,0
T443,1562,2865.25,Online Purchase,12,Desktop,Los Angeles,3,57,6,Debit Card,0
T444,3485,914.07,ATM Withdrawal,23,Tablet,Miami,1,52,1,Net Banking,0
T445,2799,1286.51,ATM Withdrawal,3,Mobile,San Francisco,1,96,9,Net Banking,0
T446,4354,1101.56,Bill Payment,14,Desktop,Chicago,3,96,8,Net Banking,0
T447,3074,357.44,Bill Payment,0,Desktop,New York,3,58,9,Invalid Method,0
T448,1225,1742.55,Bill Payment,4,Desktop,,1,114,4,UPI,0
T449,4348,4894.93,Bill Payment,13,Mobile,New York,2,40,3,Invalid Method,0
T450,1797,,POS Payment,9,Desktop,Boston,1,35,13,Net Banking,0
T451,4680,2305.38,Online Purchase,17,Desktop,Seattle,2,102,12,Net Banking,0
T452,3331,3267.17,POS Payment,20,Desktop,San Francisco,0,61,8,Credit Card,0
T453,3926,3244.25,Bank Transfer,0,Mobile,Seattle,0,87,2,Credit Card,0
T454,1959,4749.73,Bill Payment,14,Tablet,Los Angeles,1,34,1,Net Banking,0
T455,2504,4288.53,Bill Payment,2,Desktop,Seattle,1,49,7,Debit Card,0
T456,1452,3970.78,Online Purchase,13,Tablet,Miami,2,72,8,Credit Card,0
T457,4067,4758.38,Bill Payment,22,Desktop,Los Angeles,0,7,11,UPI,0
T458,4900,1157.67,Bill Payment,11,Mobile,Miami,2,36,8,Net Banking,0
T459,1815,3087.19,POS Payment,6,Mobile,Los Angeles,2,48,12,Net Banking,0
T460,1658,4436.55,Bank Transfer,19,Mobile,Boston,1,25,6,Credit Card,0
T461,4587,3122.57,POS Payment,13,Desktop,Miami,2,78,5,UPI,0
T462,1546,4887.22,ATM Withdrawal,18,Mobile,Chicago,4,9,3,Credit Card,0
T463,2215,506.26,Bill Payment,3,Tablet,New York,1,101,11,UPI,0
T464,4120,2199.46,POS Payment,19,Mobile,Seattle,2,41,14,Debit Card,0
T465,4583,4886.93,Online Purchase,,Mobile,Los Angeles,4,114,8,UPI,0
T466,1016,,Bank Transfer,13,Tablet,Los Angeles,0,39,12,Credit Card,1
T467,4243,3699.08,Bank Transfer,7,Mobile,San Francisco,3,29,5,Credit Card,0
T468,2243,156.86,Online Purchase,17,Desktop,Houston,3,84,2,UPI,0
T469,3205,3475.71,Online Purchase,4,Tablet,Seattle,4,12,13,Debit Card,0
T470,3524,4673.46,Bill Payment,20,Mobile,San Francisco,2,54,4,Net Banking,0
T471,2069,1916.62,Bank Transfer,10,Tablet,Boston,4,119,10,Net Banking,0
T472,4444,111.39,Online Purchase,20,Tablet,San Francisco,3,20,13,Debit Card,0
T473,3565,144.41,ATM Withdrawal,23,Desktop,Houston,3,67,13,UPI,0
T474,3146,4460.66,Bank Transfer,8,Desktop,San Francisco,3,57,12,Debit Card,0
T475,4963,3613.97,Online Purchase,0,Tablet,Houston,3,27,9,Debit Card,0
T476,2768,,POS Payment,5,Tablet,New York,0,70,12,Credit Card,1
T477,2060,277.68,Online Purchase,7,Mobile,Miami,4,75,1,Credit Card,0
T478,3327,4025.1,Bank Transfer,0,Tablet,New York,2,116,1,Debit Card,0
T479,4420,4050.25,Bill Payment,3,Mobile,Seattle,0,40,5,Debit Card,0
T480,3544,607.01,ATM Withdrawal,12,Unknown Device,Houston,1,11,1,Debit Card,0
T481,1301,1511.09,Online Purchase,11,Mobile,Boston,1,73,12,Credit Card,0
T482,1180,3901.23,Bank Transfer,23,Mobile,Houston,2,91,14,Debit Card,1
T483,1606,2629.43,Online Purchase,23,Desktop,,3,2,8,Debit Card,0
T484,4170,4783.14,Online Purchase,20,Mobile,New York,1,45,11,Debit Card,0
T485,1699,,Bank Transfer,3,Desktop,Miami,1,88,5,Net Banking,0
T486,1992,3386.4,POS Payment,14,Mobile,Chicago,3,20,2,Credit Card,0
T487,2139,2551.37,Bank Transfer,9,Mobile,Miami,4,55,6,UPI,0
T488,1190,4715.11,Bank Transfer,6,Mobile,Los Angeles,4,61,7,Credit Card,0
T489,3300,,Bill Payment,18,Mobile,Miami,4,109,11,Invalid Method,1
T490,1980,1152.83,Online Purchase,0,Mobile,Houston,3,73,10,Credit Card,0
T491,3975,1636.54,Online Purchase,8,Desktop,New York,0,92,11,Debit Card,0
T492,3006,4264.61,Bank Transfer,4,Unknown Device,Boston,4,33,8,Net Banking,0
T493,2184,2492.2,POS Payment,,Mobile,Los Angeles,3,11,5,UPI,1
T494,4327,1774.49,Bill Payment,14,Tablet,Chicago,4,119,8,Net Banking,0
T495,4394,2723.58,POS Payment,3,Mobile,San Francisco,4,40,8,Credit Card,0
T496,1127,670.48,POS Payment,4,Tablet,,4,111,11,Debit Card,0
T497,3065,31.77,Bill Payment,23,Mobile,Houston,2,34,10,Net Banking,1
T498,2816,1406.52,Bill Payment,17,Tablet,New York,2,19,3,Debit Card,1
T499,2758,3027,POS Payment,8,Tablet,Houston,1,2,4,Debit Card,0
T500,3613,3559.85,POS Payment,,Mobile,Chicago,0,67,12,Credit Card,0
T501,1569,4133.92,POS Payment,15,Mobile,Houston,1,98,7,Net Banking,0
T502,2346,4633.68,Online Purchase,6,Desktop,Seattle,2,76,5,Net Banking,0
T503,2895,2063.5,Online Purchase,3,Desktop,Miami,1,60,5,Credit Card,0
T504,3733,3703.88,Online Purchase,17,Tablet,,2,12,2,Net Banking,0
T505,4863,49997.8,Online Purchase,6,Tablet,Boston,2,85,14,Net Banking,0
T506,1625,292.36,Bill Payment,5,Desktop,New York,4,11,8,Credit Card,0
T507,4359,628.37,Bank Transfer,14,Tablet,Seattle,1,117,1,Debit Card,0
T508,3901,2245.6,Online Purchase,0,Tablet,Houston,0,75,4,UPI,0
T509,2686,1060.35,POS Payment,3,Desktop,New York,4,100,7,Invalid Method,0
T510,4009,1438.19,Bank Transfer,13,Tablet,Chicago,4,77,10,Net Banking,0
T511,4710,3241.16,Online Purchase,22,Tablet,Miami,2,6,6,Debit Card,0
T512,1154,1795.82,ATM Withdrawal,12,Mobile,Los Angeles,3,15,6,UPI,0
T513,3537,,ATM Withdrawal,6,Mobile,Seattle,2,94,7,Credit Card,0
T514,2409,2064.96,Bill Payment,18,Desktop,Seattle,0,117,3,Debit Card,0
T515,1784,849,ATM Withdrawal,4,Mobile,Miami,3,22,10,UPI,0
T516,4175,374.73,Bill Payment,11,Tablet,Boston,3,11,12,Net Banking,0
T517,4464,1184.98,Bill Payment,3,Tablet,Los Angeles,3,73,1,Debit Card,0
T518,4882,293.21,Bill Payment,20,Mobile,Boston,0,47,13,Credit Card,0
T519,1245,3094.97,Bank Transfer,16,Mobile,,4,27,4,,0
T520,4247,3979.61,Bank Transfer,,Tablet,Los Angeles,3,27,12,Credit Card,0
T521,4110,1702.01,ATM Withdrawal,11,,New York,4,43,1,Credit Card,0
T522,2500,1938.62,Bank Transfer,9,Mobile,Seattle,0,84,1,Credit Card,0
T523,2705,4081.87,Online Purchase,15,Desktop,Boston,4,5,6,Debit Card,0
T524,3806,1116.95,Bill Payment,7,Tablet,Chicago,3,15,2,UPI,0
T525,1537,600.21,Online Purchase,23,Mobile,Miami,3,91,14,Net Banking,0
T526,2890,2508.08,Bank Transfer,19,Mobile,San Francisco,0,106,2,Credit Card,0
T527,2841,3232.72,POS Payment,14,Mobile,San Francisco,2,11,4,UPI,0
T528,1920,3000.27,Bank Transfer,2,Mobile,Chicago,2,100,10,Net Banking,0
T529,3455,3570.8,Bill Payment,3,Tablet,Chicago,1,45,13,UPI,0
T530,1524,288.47,POS Payment,4,Desktop,Los Angeles,3,19,8,Net Banking,0
T531,3875,2143.87,POS Payment,4,Desktop,Houston,4,109,13,Debit Card,0
T532,2529,1196.66,Bill Payment,15,Tablet,Houston,0,59,3,UPI,0
T533,3950,3796.81,ATM Withdrawal,,Mobile,Boston,0,69,3,UPI,0
T534,4896,4364.29,Bank Transfer,9,Desktop,Miami,3,59,2,Credit Card,0
T535,1035,1410.27,Bank Transfer,4,Tablet,Miami,3,60,4,Debit Card,0
T536,1684,480.61,POS Payment,20,Mobile,San Francisco,0,81,7,Credit Card,0
T537,1019,1270.87,POS Payment,,,Boston,1,86,6,,0
T538,3368,524.52,Bill Payment,13,Desktop,Boston,1,21,4,Debit Card,0
T539,4847,1615.5,Bill Payment,9,Mobile,Chicago,2,119,2,UPI,0
T540,3559,2693.3,ATM Withdrawal,17,Tablet,Houston,1,50,6,Debit Card,0
T541,1399,4868.54,POS Payment,16,,Miami,2,70,7,UPI,0
T542,3701,1999.85,Bank Transfer,3,Tablet,Boston,2,37,8,Net Banking,0
T543,1971,1104.1,Bill Payment,0,,Miami,3,70,5,Credit Card,0
T544,2906,,Online Purchase,6,Desktop,Boston,4,27,11,Debit Card,0
T545,3518,869.33,Bank Transfer,10,Tablet,Los Angeles,1,66,8,UPI,0
T546,2166,967.03,POS Payment,10,Desktop,San Francisco,4,17,11,Credit Card,0
T547,2115,3812.52,Bill Payment,17,Desktop,Miami,3,88,2,Credit Card,0
T548,4425,309.83,Bill Payment,17,Mobile,Boston,0,49,12,UPI,0
T549,1833,4987.03,Online Purchase,8,Desktop,New York,3,20,3,Debit Card,0
T550,2823,2615.82,ATM Withdrawal,17,Tablet,Boston,0,69,3,,0
T551,3774,2723.64,Bank Transfer,15,Tablet,New York,1,3,9,UPI,0
T552,2982,49997.8,Bill Payment,17,Tablet,Chicago,3,37,7,Invalid Method,1
T553,1853,3452.83,ATM Withdrawal,18,Desktop,New York,0,81,3,Credit Card,0
T554,1050,2359.92,Online Purchase,13,Mobile,Houston,4,46,7,Debit Card,0
T555,4736,1648.66,Online Purchase,11,Tablet,Houston,0,90,8,Credit Card,0
T556,4769,1329.37,Bank Transfer,11,Mobile,Houston,4,52,14,Credit Card,0
T557,1574,4628.63,Bank Transfer,9,Mobile,Houston,0,55,3,Credit Card,0
T558,4261,1458.49,Bill Payment,18,Mobile,Boston,3,119,8,Net Banking,0
T559,2148,2184.78,Bill Payment,1,Tablet,Miami,3,55,12,Net Banking,0
T560,3197,1754.96,Bank Transfer,5,Unknown Device,Chicago,3,59,12,Credit Card,0
T561,3361,435.46,Bank Transfer,21,Desktop,Seattle,0,65,2,UPI,0
T562,3617,49997.8,Bill Payment,14,Tablet,Chicago,3,10,3,Credit Card,0
T563,4413,951.56,Bill Payment,18,Mobile,,2,32,10,,1
T564,3352,3469.78,Bill Payment,19,Desktop,Houston,2,21,3,Net Banking,0
T565,2715,2035.89,Online Purchase,10,Tablet,Chicago,0,59,11,Net Banking,0
T566,1681,3910.93,POS Payment,22,Mobile,Los Angeles,2,25,3,Net Banking,0
T567,1837,3546.21,Bank Transfer,11,Mobile,Miami,2,42,7,Credit Card,0
T568,4854,964.29,Online Purchase,1,Desktop,Houston,3,1,14,Debit Card,0
T569,2077,2816.77,Bill Payment,18,Unknown Device,New York,4,82,10,Net Banking,0
T570,4050,3715.83,POS Payment,4,Mobile,New York,1,79,14,Debit Card,0
T571,3491,3167.05,POS Payment,18,Desktop,Boston,1,73,7,Net Banking,0
T572,3660,3002.08,Online Purchase,18,Tablet,Houston,2,110,2,Net Banking,0
T573,4040,3699.36,ATM Withdrawal,8,,Boston,4,20,11,,0
T574,3311,288.62,ATM Withdrawal,11,Desktop,Miami,1,118,11,Credit Card,0
T575,4124,3658.45,Bill Payment,12,Desktop,Seattle,3,50,1,UPI,0
T576,2595,1366.91,ATM Withdrawal,9,Tablet,Chicago,2,69,3,UPI,1
T577,4051,2861.5,Bill Payment,18,Desktop,Chicago,3,92,14,Credit Card,0
T578,4691,1215.31,ATM Withdrawal,10,Tablet,San Francisco,1,46,1,Net Banking,0
T579,1004,4194.89,Online Purchase,18,Tablet,Seattle,0,80,7,Net Banking,0
T580,2126,,POS Payment,2,Tablet,Seattle,4,118,4,Net Banking,0
T581,2219,3216.49,Bank Transfer,4,,Chicago,3,104,3,Net Banking,0
T582,1773,3971.44,POS Payment,11,Desktop,Miami,3,119,14,Net Banking,0
T583,1876,4477.1,ATM Withdrawal,9,Mobile,Miami,3,101,1,Net Banking,0
T584,1991,3661.65,POS Payment,,Desktop,New York,1,4,1,Net Banking,0
T585,3931,748.1,ATM Withdrawal,22,Desktop,San Francisco,0,118,4,UPI,0
T586,4421,4273.39,Bill Payment,12,Desktop,Miami,1,86,8,Debit Card,0
T587,1046,3094.8,Bank Transfer,20,Tablet,Miami,2,29,4,Debit Card,0
T588,3914,3049.2,Bill Payment,21,Desktop,Boston,4,22,11,UPI,0
T589,3870,4607.1,Bank Transfer,22,Tablet,Los Angeles,0,36,5,Debit Card,0
T590,3983,1247.91,Bill Payment,17,,Los Angeles,3,47,10,Credit Card,0
T591,4891,1201.74,Bill Payment,0,Desktop,Los Angeles,2,18,8,UPI,0
T592,3703,2568.4,POS Payment,8,Desktop,Chicago,2,1,2,Debit Card,1
T593,1268,3755.56,Bank Transfer,2,Mobile,New York,3,38,13,Credit Card,0
T594,1369,2238.97,POS Payment,14,Tablet,Los Angeles,1,19,3,,0
T595,1635,3171.29,Bill Payment,2,Mobile,Houston,0,46,6,Credit Card,0
T596,2129,2265.36,POS Payment,10,Tablet,Los Angeles,2,25,5,Debit Card,0
T597,2693,3053.88,ATM Withdrawal,20,Desktop,Chicago,3,112,13,UPI,0
T598,2682,4112.2,Bill Payment,8,Desktop,New York,4,107,9,Net Banking,0
T599,1656,906.48,ATM Withdrawal,14,Tablet,Los Angeles,3,18,7,Debit Card,0
T600,1119,3478.42,Bill Payment,20,Tablet,Boston,0,36,12,Credit Card,0
T601,1830,3938.19,ATM Withdrawal,6,,Boston,1,13,12,UPI,0
T602,2810,2238.32,ATM Withdrawal,7,Desktop,Seattle,3,54,10,UPI,0
T603,4675,1619.55,Bill Payment,9,Tablet,New York,1,91,6,Net Banking,0
T604,2081,,ATM Withdrawal,21,Desktop,Houston,0,58,1,UPI,0
T605,2974,3986.54,Bank Transfer,22,,Miami,1,9,5,UPI,0
T606,2369,1643.05,ATM Withdrawal,10,Desktop,Miami,4,64,5,Credit Card,0
T607,1740,1789.76,Bill Payment,6,Mobile,Chicago,4,28,8,Net Banking,0
T608,4545,1683.35,Bank Transfer,10,Desktop,New York,0,43,2,Debit Card,0
T609,1116,2496.2,Bank Transfer,20,Tablet,Chicago,1,77,1,Debit Card,0
T610,2853,3513.99,Bank Transfer,21,Mobile,New York,0,93,4,Debit Card,0
T611,3838,3860.46,POS Payment,19,Tablet,Los Angeles,0,90,3,Net Banking,0
T612,2150,1965.89,Bank Transfer,6,,Los Angeles,1,101,6,Credit Card,0
T613,4464,3317.19,POS Payment,17,Desktop,Chicago,0,7,6,Debit Card,0
T614,2931,3604.82,Online Purchase,10,Tablet,Miami,0,103,5,Net Banking,0
T615,2012,1488.1,ATM Withdrawal,22,Tablet,Houston,2,37,4,Credit Card,1
T616,2664,487.62,POS Payment,5,Tablet,Miami,0,77,11,Invalid Method,0
T617,2081,4473.86,Bill Payment,11,Mobile,Seattle,2,55,12,Debit Card,0
T618,1633,3387.19,Bank Transfer,22,Desktop,Seattle,3,3,9,Credit Card,0
T619,1512,3242.31,Bill Payment,9,Desktop,San Francisco,1,14,10,Credit Card,0
T620,4822,299.22,Bank Transfer,0,Tablet,Chicago,4,72,13,,0
T621,3849,4090.28,Bill Payment,16,Desktop,Boston,0,34,3,Credit Card,0
T622,2119,2832.44,ATM Withdrawal,14,Tablet,,1,84,13,Credit Card,0
T623,4709,4240.18,ATM Withdrawal,15,Desktop,Houston,4,31,8,UPI,0
T624,2141,,Online Purchase,,Tablet,New York,3,98,11,Debit Card,0
T625,1559,4785.72,Bill Payment,0,Tablet,Seattle,3,86,12,Debit Card,0
T626,4672,4281.17,Online Purchase,15,Tablet,Miami,2,94,13,,0
T627,1487,59.68,Bill Payment,2,Desktop,Chicago,2,100,3,UPI,0
T628,4308,4429.21,ATM Withdrawal,0,Desktop,New York,4,61,9,Net Banking,0
T629,4956,379.94,Online Purchase,10,Desktop,San Francisco,3,5,10,UPI,0
T630,1896,4256.71,Bank Transfer,2,,Miami,3,102,11,Net Banking,0
T631,4343,1404.47,ATM Withdrawal,15,Desktop,Boston,1,65,11,UPI,0
T632,2212,3052.29,POS Payment,2,Mobile,Miami,0,81,14,UPI,1
T633,1703,195.15,ATM Withdrawal,0,Mobile,,3,54,3,Credit Card,0
T634,2470,,ATM Withdrawal,7,Tablet,Los Angeles,3,114,13,Debit Card,0
T635,1580,562.97,POS Payment,18,Desktop,Miami,0,37,14,Debit Card,0
T636,3837,2056.39,Bill Payment,19,Desktop,Boston,4,17,14,Net Banking,0
T637,3908,4088.14,POS Payment,12,Tablet,Miami,1,76,13,Net Banking,0
T638,3294,3478.27,Bill Payment,11,,Houston,2,72,7,UPI,0
T639,4147,35.18,Online Purchase,9,Desktop,Los Angeles,3,45,10,Credit Card,0
T640,1153,2018.15,Online Purchase,18,Desktop,Los Angeles,0,77,7,UPI,0
T641,2679,214.43,Online Purchase,20,,Seattle,1,15,13,Debit Card,0
T642,4506,3369.13,POS Payment,12,Mobile,Boston,4,118,8,UPI,0
T643,1996,4844.9,Bill Payment,6,Tablet,Chicago,0,69,1,Debit Card,0
T644,4157,3278.03,Bank Transfer,14,Mobile,Boston,1,114,13,Debit Card,0
T645,3744,1125.74,ATM Withdrawal,14,Desktop,Houston,3,9,9,Net Banking,0
T646,4356,1779.39,POS Payment,20,Desktop,Houston,1,66,3,Net Banking,0
T647,2243,4883.37,Online Purchase,18,Mobile,San Francisco,0,3,4,Debit Card,0
